date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2020-09-25,6.31627524776365,111.550332381013,0.215895610913405,1.04466761571697,1092,6110,94860,20971,129,661,496,56,513034,,12280,,,74867,,
2020-09-26,6.33119105292558,110.951360422511,0.218465796757612,1.02425872508971,1105,6154,95272,21010,89,503,422,41,527446,,4801,,,74465,,
2020-09-27,6.32929028728706,110.328548784068,0.219849742981416,1.00704359604137,1112,6235,95395,21037,47,241,126,27,538569,,1387,,,74047,,
2020-09-28,6.31104531363609,107.470767151216,0.228944246737841,0.996024860439457,1158,6397,95743,21118,137,619,356,81,542639,,13723,,,72129,,
2020-09-29,6.31575938041341,105.332645856563,0.236852510873863,0.9938630302884,1198,6482,96296,21177,165,698,565,59,550690,,12788,,,70694,,
2020-09-30,6.43565253474091,105.8377490753,0.243574535389482,1.00267482603784,1232,6572,96766,21240,135,650,482,64,563535,,13332,,,71033,,
2020-10-01,6.66646561902569,108.69255074816,0.248912613681297,1.02386314869291,1259,6634,97240,21303,142,626,485,63,577505,,14638,,,72949,,
2020-10-02,7.04052612054792,114.528802393563,0.251087386318703,1.05734952084019,1270,6740,97747,21350,120,721,527,48,589653,,16197,,,76866,,
2020-10-03,7.22773504655263,118.142003884527,0.254843811783314,1.10125108361275,1289,6740,98199,21393,103,532,463,49,606625,,7226,,,79291,,
2020-10-04,7.2710971952324,119.027052002313,0.263938315539739,1.15192445767269,1335,6964,98343,21425,91,418,148,32,619190,,1981,,,79885,,
2020-10-05,7.87790169618946,130.528207593549,0.27856860419138,1.2044574039649,1409,7276,98649,21494,152,710,316,70,624274,,21442,,,87604,,
2020-10-06,8.37678556070884,140.77182006793,0.280150257018584,1.25398091248028,1417,7377,99264,21556,168,829,636,65,634763,,19663,,,94479,,
2020-10-07,8.85820267393815,151.791712120369,0.277975484381178,1.29651992425953,1406,7514,99762,21636,143,789,545,80,653509,,20728,,,101875,,
2020-10-08,9.25837223736406,163.581923830882,0.280347963621985,1.32986680382326,1418,7603,100275,21712,114,711,524,77,671638,,22551,,,109788,,
2020-10-09,9.53677723259369,175.322966201517,0.284499802293397,1.35365202759566,1439,7843,100797,21774,150,848,534,62,691977,,24077,,,117668,,
2020-10-10,9.68214688420929,181.418474366272,0.287860814551206,1.36902068113208,1456,7976,101280,21828,110,694,495,54,718873,,11317,,,121759,,
2020-10-11,9.73024499450206,183.269029521644,0.293198892843021,1.3780954376541,1483,8231,101460,21874,73,503,184,46,734974,,3223,,,123001,,
2020-10-12,10.1263081590831,198.568144123381,0.304270462633452,1.38337296739547,1539,8671,101868,21969,171,976,417,96,743479,,31710,,,133269,,
2020-10-13,10.3803452401548,211.873665490104,0.322854883353104,1.38736059405518,1633,8928,102649,22053,226,1168,802,87,756472,,28593,,,142199,,
2020-10-14,10.4896613247968,223.903763980017,0.328983788058521,1.39226910782414,1664,9173,103382,22157,193,1133,755,104,779063,,28802,,,150273,,
2020-10-15,10.6442763676489,238.018344484716,0.344207196520364,1.39952201468585,1741,9584,104051,22245,219,1207,687,88,809684,,32024,,,159746,,
2020-10-16,10.8280711091097,252.223813769188,0.354092526690391,1.40966741874798,1791,10021,104665,22367,212,1225,637,122,834770,,33611,,,169280,,
2020-10-17,10.895954738758,258.142014314387,0.369315935152234,1.42221096373438,1868,10399,105163,22456,175,986,506,90,867197,,15289,,,173252,,
2020-10-18,10.9359050344818,260.350164668864,0.383353103993673,1.4358752644037,1939,10897,105400,22541,147,835,245,85,897034,,4705,,,174734,,
2020-10-19,11.4434551572545,280.569193218296,0.413206801107157,1.4490228601933,2090,11640,105904,22687,269,1424,517,146,910277,,45280,,,188304,,
2020-10-20,12.1022402111225,304.061707819542,0.4286279161724,1.45996308351032,2168,12435,106808,22849,278,1943,923,163,930745,,44360,,,204071,,
2020-10-21,12.8056517456092,330.818768592622,0.442665085013839,1.46721583338682,2239,13162,107621,23012,284,1754,825,166,957421,,46760,,,222029,,
2020-10-22,13.4894115738449,359.281856461436,0.456702253855279,1.46962125806205,2310,14009,108568,23174,262,1998,974,165,999043,,51127,,,241132,,
2020-10-23,14.1907665933103,391.712761060326,0.480822459470146,1.46642688708951,2432,14985,109455,23358,299,2091,908,184,1041075,,55377,,,262898,,
2020-10-24,14.5196002706312,406.408433763573,0.492487149070779,1.45748791450389,2491,15637,110291,23495,233,1667,845,138,1086497,,25152,,,272761,,
2020-10-25,14.6075533208822,410.321121233787,0.509094503756426,1.44310270673008,2575,16454,110629,23611,191,1298,344,116,1138507,,7331,,,275387,,
2020-10-26,15.3224007854618,445.287971786335,0.545867931988928,1.42363560021595,2761,17761,111316,23868,357,2314,712,258,1165278,,68748,,,298855,,
2020-10-27,15.7200574243222,470.86347842237,0.57512850929221,1.39937362227937,2909,18955,112685,24156,431,2988,1407,292,1198695,,61525,,,316020,,
2020-10-28,15.879463525059,486.01359502448,0.600237247924081,1.37045012502427,3036,20184,113946,24400,372,2821,1304,244,1235132,,56928,,,326188,,
2020-10-29,15.8838913989828,493.535014045669,0.622182680901542,1.3369323827146,3147,21160,115256,24635,395,2607,1364,250,1282769,,56175,,,331236,,
2020-10-30,15.8269047205523,498.301460053748,0.665875840253064,1.29916382117333,3368,22153,116502,24890,422,2563,1293,256,1331984,,58576,,,334435,,
2020-10-31,15.7787403640796,499.982157489545,0.680703835508106,1.25771816774945,3443,23013,117563,25113,339,2274,1125,224,1367625,,26280,,,335563,,
2020-11-01,15.7627045318175,499.447254670882,0.705614867536576,1.2132884670205,3569,24008,118196,25344,289,1883,651,231,1413915,,6972,,,335204,,
2020-11-02,15.7359530309697,501.461707625844,0.73566627125346,1.16671628345929,3721,25120,119073,25760,430,2547,924,418,1466433,,70100,,,336556,,
2020-11-03,15.5912275110599,497.857446014859,0.764926848556742,1.11891786586518,3869,26242,120683,26186,469,3311,1667,430,1502763,,59106,,,334137,,
2020-11-04,15.3712862453252,487.721112100209,0.806642941874259,1.07075987606051,4080,27511,122631,26571,540,3681,1995,394,1543321,,50125,,,327334,,
2020-11-05,14.9943011106471,473.961146834623,0.834519572953737,1.02297660882145,4221,28403,124247,26934,447,2989,1688,367,1601367,,46940,,,318099,,
2020-11-06,14.5042552553082,453.754038125161,0.854290233293792,0.975924499925613,4321,28955,126298,27332,434,3140,2100,405,1661853,,45014,,,304537,,
2020-11-07,14.2524786657909,441.332074896229,0.871886120996441,0.929666958677511,4410,29396,127907,27636,394,2458,1663,306,1748705,,17943,,,296200,,
2020-11-08,14.1987771739787,437.468556765891,0.895017793594306,0.884340280286065,4527,30217,128583,27906,323,1814,693,271,1787324,,4379,,,293607,,
2020-11-09,13.4652227328209,404.01850584955,0.924673784104389,0.840283413857603,4677,31098,129704,28454,484,2670,1162,551,1807479,,47650,,,271157,,
2020-11-10,12.6321823016987,371.714249550343,0.936338473705022,0.798109545610502,4736,31477,131889,28920,472,3168,2251,472,1829659,,37425,,,249476,,
2020-11-11,12.1143983777409,305.046584597078,0.946816923685251,0.758748857101708,4789,31918,133665,29248,351,2588,1826,329,1865538,,5381,,,204732,,
2020-11-12,11.5991433288645,289.537382815867,0.965599051008304,0.723109235283073,4884,32654,134923,29673,386,2371,1255,418,1898710,33172,36531,,,194323,,
2020-11-13,11.0558087718994,265.568074615814,0.966192170818505,0.692033841492873,4887,32676,137124,30129,473,2841,2266,467,1922504,23794,28927,,,178236,,
2020-11-14,10.8160670018273,255.227613441676,0.959865559509688,0.66628971732504,4855,32468,139110,30483,327,2202,2026,359,1954599,32095,11003,,,171296,,
2020-11-15,10.7641200229715,252.742326807891,0.964808224594702,0.646260549145724,4880,33050,139779,30785,270,1574,685,302,1981827,27228,2711,,,169628,,
2020-11-16,10.1951601148166,226.979082692325,0.969355476472914,0.631817449253645,4903,33466,140849,31291,366,2065,1117,508,1991233,9406,30359,,,152337,,
2020-11-17,9.72289877168642,203.720494950495,0.956504547251878,0.622315535297859,4838,33139,143121,31719,382,2513,2326,437,2036755,45522,21815,,,136727,,
2020-11-18,9.54832363729519,221.583865125819,0.940885725583234,0.616618580928883,4759,32811,145360,32144,361,2435,2294,427,2065138,28383,17370,,,148716,,
2020-11-19,8.95034944418431,192.246158999192,0.916765519968367,0.613585796904157,4637,32314,147538,32573,311,2221,2230,436,2086288,21150,16841,,,129026,,
2020-11-20,8.41251629386873,173.375562346388,0.902728351126928,0.612248447223527,4566,31875,149490,32954,264,1968,1970,386,2109170,22882,16262,,,116361,,
2020-11-21,8.18550605810166,167.791117320354,0.888295769078687,0.611920136456622,4493,31365,151146,33207,220,1515,1687,276,2127051,17881,7255,,,112613,,
2020-11-22,8.1324435251021,166.48142490363,0.887900355871886,0.612275969387215,4491,31522,151650,33421,171,906,513,215,2140208,13157,1832,,,111734,,
2020-11-23,7.54045615142676,147.707676950583,0.877421905891657,0.613380697488714,4438,31449,152561,33921,244,1380,960,501,2144660,4452,17759,,,99134,,
2020-11-24,7.16513624310523,135.679068440667,0.845591142744168,0.615563690748162,4277,30594,154648,34374,270,1786,2135,457,2153815,9155,13742,,,91061,,
2020-11-25,6.89835657903779,128.625503138308,0.81771451166469,0.619372279841472,4136,29944,156521,34755,258,1677,1929,384,2170097,16282,12636,,,86327,,
2020-11-26,6.69667497297456,122.206669314361,0.792012653222618,0.625482858481612,4006,29282,158205,35094,192,1460,1729,340,2183660,13563,12533,,,82019,,
2020-11-27,6.51358384511294,116.546235308518,0.765322261763543,0.634639266140536,3871,28620,159884,35487,206,1471,1720,396,2196119,12459,12463,,,78220,,
2020-11-28,6.43986221550184,114.7940188329,0.744365361803084,0.647507008926256,3765,28139,161106,35700,122,976,1237,213,2208699,12580,6079,,,77044,,
2020-11-29,6.4266018819687,114.460263313735,0.740213523131673,0.664572625500023,3744,28284,161396,35898,102,652,306,198,2218483,9784,1608,,,76820,,
2020-11-30,6.39225582331784,111.642711140782,0.73922499011467,0.686031130394604,3739,28229,162250,36304,196,1257,888,408,2222488,4005,15868,,,74929,,
2020-12-01,6.36091273237109,109.644647965779,0.71055753262159,0.711688068279475,3594,27611,163998,36667,234,1572,1768,365,2230571,8083,12401,,,73588,,
2020-12-02,6.34152400562976,108.019079789844,0.687623566627125,0.740915814767214,3478,26986,165532,36976,161,1253,1549,312,2244635,14064,11545,,,72497,,
2020-12-03,6.33401651962035,107.28898959167,0.67516805061289,0.772766346768394,3415,26675,166909,37300,184,1450,1403,326,2257331,12696,12043,,,72007,,
2020-12-04,6.3319839478745,107.439477571294,0.649070778964017,0.806066290902882,3283,26283,168321,37582,165,1400,1434,284,2268552,11221,12564,,,72108,,
2020-12-05,6.33896878704759,108.190427489416,0.636615262949783,0.839633794949816,3220,26040,169327,37796,125,1019,1041,216,2281475,12923,6583,,,72612,,
2020-12-06,6.33789321105521,108.407964568872,0.634638196915777,0.872423554004421,3210,26262,169555,37970,101,627,236,175,2292497,11022,1754,,,72758,,
2020-12-07,6.35108219245437,109.701267205637,0.630288651640965,0.903660610272721,3188,26333,170254,38336,203,1206,706,366,2295908,3411,16736,,,73626,,
2020-12-08,6.29290211810989,110.969240182466,0.608540925266904,0.932926404626448,3078,25882,171837,38713,214,1597,1620,380,2309621,13713,13252,,,74477,,
2020-12-09,6.26001962150027,112.755726197998,0.599248714907078,0.960232171115836,3031,25526,173216,39009,170,1380,1423,296,2324216,14595,12744,,,75676,,
2020-12-10,6.24240895189762,115.02198577233,0.583036773428232,0.986018330574571,2949,25199,174627,39301,191,1445,1438,297,2337966,13750,13564,,,77197,,
2020-12-11,6.17744922622971,117.288245346662,0.568208778173191,1.01105872717025,2874,24943,175860,39605,180,1340,1241,306,2351372,13406,14085,,,78718,,
2020-12-12,6.13758026692205,119.171580061952,0.563661526294978,1.03609235452293,2851,24948,176712,39799,127,1097,875,199,2365319,13947,7847,,,79982,,
2020-12-13,6.12400741203548,119.609634180856,0.565638592328984,1.06126934811521,2861,25207,176964,39949,89,669,266,150,2376852,11533,2048,,,80276,,
2020-12-14,6.06318893665444,124.008055129856,0.572558323448003,1.08604263316886,2896,25449,177616,40320,210,1324,693,372,2379915,3063,19688,,,83228,,
2020-12-15,5.88543554045158,128.013121359839,0.567615658362989,1.10924869244308,2871,25207,179056,40627,211,1562,1476,314,2391447,11532,15940,,,85916,,
2020-12-16,5.57171374771704,131.955608429979,0.561486753657572,1.12920688554197,2840,25282,180280,40916,220,1664,1263,292,2409062,17615,15390,,,88562,,
2020-12-17,5.15195342774707,135.394482261378,0.553183076314749,1.14394128225648,2798,25149,181475,41174,151,1364,1233,261,2427316,18254,15872,,,90870,,
2020-12-18,4.66765191516961,140.470844108682,0.54646105179913,1.15157455346866,2764,24945,182634,41429,176,1285,1188,264,2442990,15674,17492,,,94277,,
2020-12-19,4.3682164806599,144.693447418122,0.537366548042705,1.1505816887833,2718,24819,183540,41618,123,1004,916,190,2460555,17565,10681,,,97111,,
2020-12-20,4.28194664849742,147.105725032089,0.54270462633452,1.14017892724966,2745,24961,183775,41749,91,599,245,131,2473354,12799,3667,,,98730,,
2020-12-21,3.79757568370557,149.482243126145,0.541122973507315,1.12046072388599,2737,25201,184433,42100,179,1284,690,354,2479151,5797,21283,,,100325,,
2020-12-22,3.35796413555561,153.046275277231,0.537564254646105,1.09288739830292,2719,24932,186027,42481,256,1783,1621,386,2490946,11795,18332,,,102717,,
2020-12-23,3.02272601956568,155.193336451861,0.534005535784895,1.06010858515471,2701,24852,187241,42757,200,1426,1235,278,2505875,14929,16831,,,104158,,
2020-12-24,2.8412309410215,150.888784242627,0.522538552787663,1.0255910394563,2643,24607,188608,43047,187,1454,1390,292,2527509,21634,12983,,,101269,,
2020-12-25,2.72525674507371,126.766008102958,0.517200474495848,0.99325974137364,2616,24359,189414,43206,112,743,808,159,2547771,20262,1302,,,85079,,
2020-12-26,2.79653838190856,125.383306666416,0.521945432977461,0.967172771888206,2640,24444,189687,43352,101,513,289,146,2550864,3093,9753,,,84151,,
2020-12-27,2.80980841952402,123.044038072267,0.523922499011467,0.950478242863562,2650,24620,189910,43525,107,589,239,175,2559686,8822,2097,,,82581,,
2020-12-28,3.15660008118703,124.204732489364,0.532621589561091,0.945130246713902,2694,24645,190691,43888,229,1217,806,364,2562646,2960,22062,,,83360,,
2020-12-29,3.73898922123071,126.003138344866,0.527085804665876,0.951310673595226,2666,24743,191775,44272,251,1627,1138,388,2574041,11395,19539,,,84567,,
2020-12-30,4.49770598059241,129.529920996046,0.524317912218268,0.967475229833188,2652,24560,193014,44575,209,1404,1266,304,2600498,26457,19198,,,86934,,
2020-12-31,5.05575263229247,133.357679606472,0.518979833926453,0.991115101712349,2625,24407,194190,44826,177,1317,1188,252,2620425,19927,15552,,,89503,,
2021-01-01,5.08465354783206,133.678025305671,0.515816528272044,1.01900616235356,2609,24263,194870,44959,99,677,687,133,2639773,19348,1517,,,89718,,
2021-01-02,5.29590438943043,139.113472332077,0.520363780150257,1.04762941106279,2632,24458,195143,45115,101,646,285,157,2643239,3466,13401,,,93366,,
2021-01-03,5.34113022804838,140.18774790939,0.526888098062475,1.07457739226376,2665,24780,195355,45231,101,657,224,116,2655728,12489,2818,,,94087,,
2021-01-04,5.62288033934845,148.762582787945,0.525306445235271,1.0988193637029,2657,24962,196006,45609,246,1262,672,380,2659750,4022,27817,,,99842,,
2021-01-05,5.83869772215412,152.576931578405,0.517200474495848,1.12003789526704,2616,24871,197472,45954,245,1747,1474,346,2680239,20489,22099,,,102402,,
2021-01-06,6.12671085550084,152.995615957358,0.515421115065243,1.13816903588258,2607,24708,198725,46237,234,1438,1265,291,2705618,25379,19479,,,102683,,
2021-01-07,6.32432219354022,157.771001845415,0.508699090549624,1.15261120978799,2573,24488,200048,46513,181,1441,1362,277,2727321,21703,18757,,,105888,,
2021-01-08,6.28882819942839,184.417804098771,0.515223408461843,1.16226436878729,2606,24377,201255,46789,245,1445,1230,281,2747135,19814,19401,,,123772,,
2021-01-09,6.27576376115341,180.722653708013,0.514037168841439,1.166299209533,2600,24240,202134,46957,143,944,885,171,2767312,20177,10921,,,121292,,
2021-01-10,6.27895106498422,180.357608608926,0.51799130090945,1.16434371610557,2620,24526,202398,47108,118,729,286,151,2783256,15944,2573,,,121047,,
2021-01-11,6.33220174896661,177.760573475421,0.527085804665876,1.15653489884656,2666,24812,203041,47418,208,1289,687,310,2786837,3581,26074,,,119304,,
2021-01-12,6.26266210963935,175.115858982035,0.529458283906682,1.14389021072428,2678,24703,204359,47773,258,1660,1362,362,2806590,19753,20324,,,117529,,
2021-01-13,6.27896534624724,175.646291860709,0.534005535784895,1.12818487962848,2701,24735,205641,48002,208,1588,1290,232,2830442,23852,19835,,,117885,,
2021-01-14,6.3459176305391,177.432777876241,0.536971134835904,1.11160692028384,2716,24983,206771,48284,206,1691,1143,283,2851670,21228,19956,,,119084,,
2021-01-15,6.4129305237496,179.667747870651,0.539739027283511,1.09644622988115,2730,25009,208040,48564,249,1634,1303,288,2872941,21271,20901,,,120584,,
2021-01-16,6.41638866998925,181.005749907305,0.539936733886912,1.08449670834585,2731,24985,209025,48757,188,1199,1007,196,2894347,21406,11819,,,121482,,
2021-01-17,6.42474108425355,181.405064546306,0.546856465005931,1.07687920479685,2766,25235,209312,48898,136,698,291,141,2910989,16642,2841,,,121750,,
2021-01-18,6.64023279683432,185.945033594951,0.554171609331752,1.07374335536702,2803,25584,210169,49301,254,1666,882,404,2914725,3736,29121,,,124797,,
2021-01-19,6.77541453019911,189.50012586606,0.559311981020166,1.07431293450175,2829,25532,211785,49670,315,1995,1622,373,2938333,23608,22710,,,127183,,
2021-01-20,6.83241143901949,191.976472619867,0.561882166864373,1.07707092911037,2842,25650,213211,49980,292,1911,1461,316,2965117,26784,21497,,,128845,,
2021-01-21,6.85699932142666,194.828294332734,0.566627125345987,1.08014238767647,2866,25699,214507,50326,253,1759,1327,358,2987965,22848,21870,,,130759,,
2021-01-22,6.83717917469047,197.692035885572,0.573744563068406,1.08192347348048,2902,25872,215791,50645,270,1861,1308,323,3011257,23292,22823,,,132681,,
2021-01-23,6.8617239982732,199.171586021872,0.570581257413998,1.08123730000343,2886,25864,216694,50875,172,1174,928,231,3035181,23924,12812,,,133674,,
2021-01-24,6.86584899531682,199.043447742192,0.584223013048636,1.07739798720081,2955,26357,216934,51047,175,918,246,172,3053617,18436,2755,,,133588,,
2021-01-25,6.84154630957262,200.129643159476,0.599248714907078,1.07052472925715,3031,26888,217677,51492,299,1773,769,449,3057857,4240,29850,,,134317,,
2021-01-26,6.7509733221198,199.378693241354,0.6071569790431,1.0614563820282,3071,27005,219121,51842,343,2006,1486,352,3079943,22086,22206,,,133813,,
2021-01-27,6.66226656055821,198.828890622729,0.612297350731514,1.05138605930045,3097,27131,220539,52192,318,1933,1441,351,3106859,26916,21128,,,133444,,
2021-01-28,6.53484839467823,199.603680220791,0.613088177145117,1.04159089582486,3101,27128,221872,52536,272,1726,1362,348,3130629,23770,22390,,,133964,,
2021-01-29,6.43328370186219,199.956805479908,0.616844602609727,1.03293788155291,3120,27270,223143,52891,271,1823,1304,356,3153487,22858,23060,,,134201,,
2021-01-30,6.38395083621883,200.068553979629,0.613483590351918,1.02578160923177,3103,27242,224089,53133,192,1176,942,242,3177879,24392,12887,,,134276,,
2021-01-31,6.39894245865059,200.649646178175,0.622380387504943,1.01996674208689,3148,27573,224375,53328,148,816,298,195,3197114,19235,3145,,,134666,,
2021-02-01,6.42053978545511,200.929762417475,0.636219849742981,1.01488699076312,3218,27874,225288,53783,318,1750,939,456,3201461,4347,30038,,,134854,,
2021-02-02,6.37780851972799,201.749251415425,0.64650059311981,1.00960743091636,3270,28029,226865,54187,369,2189,1601,404,3224798,23337,22756,,,135404,,
2021-02-03,6.32847659765977,201.138359616953,0.645907473309609,1.00313192701089,3267,27953,228441,54544,275,1882,1592,358,3251160,26362,20718,,,134994,,
2021-02-04,6.25063295412349,198.639663163202,0.640569395017794,0.99457708455949,3240,27766,229944,54901,275,1752,1537,360,3274608,23448,20713,,,133317,,
2021-02-05,6.13736325176585,196.267615009135,0.639580862000791,0.983535164133647,3235,27572,231518,55194,255,1719,1590,296,3296747,22139,21468,23383,78577,131725,,179604
2021-02-06,6.07108761481991,195.095000752067,0.63562672993278,0.97014244456596,3215,27327,232662,55385,168,1126,1147,191,3317333,20586,12100,23383,78768,130938,,179604
2021-02-07,6.04773856762036,194.299351434057,0.644918940292606,0.955077408936982,3262,27652,232946,55556,160,790,291,171,3337048,19715,2611,23383,78939,130404,,179604
2021-02-08,5.92736833047038,187.813468510279,0.662910241202056,0.939465605462168,3353,27995,233962,56014,356,1893,1043,460,3341365,4317,25685,23383,79397,126051,,179604
2021-02-09,5.80853538558813,183.416537541275,0.658758402530645,0.924647737871405,3332,27634,235686,56450,334,1931,1764,439,3360235,18870,19805,23671,80121,123100,,182213
2021-02-10,5.69987206162208,179.76012663042,0.654211150652432,0.912120292095413,3309,27417,237082,56746,282,1525,1430,297,3385622,25387,18264,23671,80417,120646,,182213
2021-02-11,5.5642456088642,174.959411082426,0.657769869513642,0.903459992026667,3327,26963,238722,57106,269,1618,1673,371,3406685,21063,17491,23671,80777,117424,,182213
2021-02-12,5.45811652480258,170.592279713349,0.652036378015026,0.899967133387588,3298,26424,240259,57423,264,1405,1561,320,3427386,20701,18537,23999,81422,114493,,184192
2021-02-13,5.39284071654795,168.588256618361,0.651245551601424,0.902504142824696,3294,26196,241323,57622,191,1085,1089,199,3448617,21231,10755,23999,81621,113148,,184192
2021-02-14,5.39319704021812,168.556967038439,0.652234084618426,0.911190974143088,3299,26401,241597,57789,113,651,280,167,3465163,16546,2590,23999,81788,113127,,184192
2021-02-15,5.41230871599763,167.490141361107,0.666468960063266,0.925359234213709,3371,26478,242497,58201,306,1431,934,413,3469539,4376,24969,23999,82200,112411,,184192
2021-02-16,5.45858530105426,167.391802681353,0.659944642151048,0.94375481991506,3338,26195,244207,58552,323,1857,1740,352,3489129,19590,19739,24234,82786,112345,,186226
2021-02-17,5.54386556521943,169.507574276062,0.660340055357849,0.964690716542132,3340,25929,245706,58862,311,1559,1525,311,3514147,25018,19684,24234,83096,113765,,186226
2021-02-18,5.67502655901155,173.990924084849,0.669039145907473,0.986391575515728,3384,25717,247096,59133,262,1490,1411,272,3536648,22501,20500,24234,83367,116774,,186226
2021-02-19,5.83918367821617,179.547059490953,0.668248319493871,1.00714649673535,3380,25506,248457,59458,309,1543,1422,328,3560764,24116,22266,24480,83938,120503,,188270
2021-02-20,5.91365763869611,182.191773984338,0.666073546856465,1.02546009667395,3369,25269,249520,59641,195,1029,1076,183,3583135,22371,12530,24480,84121,122278,,188270
2021-02-21,5.9345692928994,182.848855162695,0.670620798734678,1.04039484024239,3392,25464,249727,59800,141,593,217,160,3605181,22046,3031,24480,84280,122719,,188270
2021-02-22,6.21813526010938,189.082931467104,0.673586397785686,1.05152605960567,3407,25831,250532,60133,274,1529,823,334,3609827,4646,29153,24480,84613,126903,,188270
2021-02-23,6.39771009017484,192.721462618004,0.679122182680902,1.05885562706827,3435,25660,252083,60443,345,1780,1575,314,3629891,20064,22181,24601,85044,129345,,189464
2021-02-24,6.49065474626863,194.753795332921,0.679319889284302,1.06266572469482,3436,25614,253450,60720,319,1636,1396,278,3661410,31519,21048,24601,85321,130709,,189464
2021-02-25,6.56071917248371,195.536034830964,0.678133649663899,1.06316295752713,3430,25317,254868,60981,301,1454,1444,261,3686813,25403,21025,24601,85582,131234,,189464
2021-02-26,6.56763623139784,194.552648033424,0.681099248714907,1.06044582699828,3445,25130,256326,61265,303,1634,1488,286,3712020,25207,21606,24856,86121,130574,,189464
2021-02-27,6.59184207831205,194.680786313103,0.682680901542111,1.05479319092355,3453,24989,257258,61450,208,1007,938,186,3736016,23996,12616,24856,86306,130660,,189464
2021-02-28,6.58722207256155,194.555627993416,0.690391459074733,1.04674546092709,3492,25280,257555,61572,164,728,297,122,3755968,19952,2947,24856,86428,130576,,189464
2021-03-01,6.57171609288794,191.976472619867,0.700672202451562,1.03717860329126,3544,25430,258384,61947,347,1393,857,379,3760671,4703,27422,24856,86803,128845,,189464
2021-03-02,6.54666202956511,190.441793223705,0.708975879794385,1.02724854794016,3586,25263,259893,62247,366,1705,1541,301,3783528,22857,21151,24973,87220,127815,,192376
2021-03-03,6.54065209098303,189.555255125922,0.719058916567813,1.01822282306115,3637,25111,261289,62569,322,1622,1413,326,3810316,26788,20453,24973,87542,127220,,192376
2021-03-04,6.49601696583861,188.765565727897,0.718268090154211,1.01142832033888,3633,24891,262690,62862,293,1538,1424,295,3835595,25279,20495,24973,87835,126690,,192376
2021-03-05,6.47864072816094,189.221499606757,0.727560300514037,1.00817934676109,3680,24765,263919,63100,324,1397,1255,239,3859102,23507,21912,25174,88274,126996,,193354
2021-03-06,6.50178640867385,190.832167982729,0.729339659944642,1.00950118547776,3689,24625,264909,63270,233,1097,998,173,3882408,23306,13697,25174,88444,128077,,193354
2021-03-07,6.5088388098825,191.128674001987,0.740015816528272,1.01602045488491,3743,24818,265295,63400,187,720,389,130,3904233,21825,3146,25174,88574,128276,,193354
2021-03-08,6.58268057355551,193.967085894888,0.760972716488731,1.02777499611351,3849,25195,266096,63759,381,1584,840,360,3909560,5327,29327,25174,88933,130181,,193354
2021-03-09,6.60565432179904,197.677136085609,0.774614472123369,1.04422173766873,3918,25201,267539,64057,421,1810,1471,299,3932862,23302,23641,25244,89301,132671,,193897
2021-03-10,6.68645077184063,202.670059053122,0.774614472123369,1.06440518478164,3918,24969,269019,64321,343,1574,1513,266,3963165,30303,23804,25311,89632,136022,,193897
2021-03-11,6.66726925876415,208.817716517747,0.78924476077501,1.08706601246646,3992,24858,270433,64586,385,1609,1414,266,3990331,27166,24621,25311,89897,140148,,193897
2021-03-12,6.67064711482825,215.573285820851,0.797350731514433,1.11078368259623,4033,24749,271678,64809,306,1448,1262,228,4015560,25229,26446,25311,90120,144682,,195035
2021-03-13,6.72781554064435,220.533429228446,0.804665875840253,1.13407283335173,4070,24671,272615,64978,263,1087,968,174,4045319,29759,17026,25311,90289,148011,,195035
2021-03-14,6.75530946148347,222.169427264354,0.815935152234085,1.15551450586959,4127,24989,272960,65118,188,821,351,140,4071662,26343,4244,25311,90429,149109,,195035
2021-03-15,7.03714092211883,236.252718189132,0.834124159746936,1.17402434102665,4219,25469,273771,65451,401,1676,824,333,4078133,6471,38779,25311,90762,158561,,195035
2021-03-16,7.12327919008267,246.856905822611,0.838078291814947,1.18897427859562,4239,25492,275360,65765,435,2005,1622,320,4108108,29975,30758,25405,91170,165678,,195847
2021-03-17,7.22635748186103,256.742923097886,0.834124159746936,1.20036111918499,4219,25314,276993,66006,357,1745,1638,246,4146609,38501,30439,25405,91411,172313,,195847
2021-03-18,7.27123080549843,266.552951393351,0.839462238038751,1.20872782143344,4246,25389,278263,66274,382,1661,1297,273,4181607,34998,31205,25405,91679,178897,,195847
2021-03-19,7.30992908639175,276.616276288183,0.847568208778173,1.21495179295393,4287,25339,279646,66559,383,1699,1426,297,4216695,35088,33200,25405,91964,185651,,195847
2021-03-20,7.33804201072357,282.138142154373,0.86061684460261,1.21998529229225,4353,25537,280571,66735,317,1348,955,185,4252022,35327,20732,25405,92140,189357,,195847
2021-03-21,7.35150422384462,283.276486871525,0.871095294582839,1.2243375571485,4406,25926,280955,66873,196,926,385,138,4282603,30581,5008,25405,92278,190121,,195847
2021-03-22,7.47548368148749,295.434723641118,0.899169632265718,1.22801172853726,4548,26488,281885,67216,471,1902,955,344,4298395,15792,46939,25405,92621,198281,,195847
2021-03-23,7.51458797335534,306.356277013803,0.916172400158165,1.23057373332098,4634,26756,283507,67503,488,2286,1669,292,4313073,14678,38088,25405,92908,205611,,195847
